Solvent,dD,dP,dH,Tv     (°C),Pv  (hPa),Density     (g/cm³),MWt (g/mol),CAS
Diethylene glycol mono butyl ether (Butyl CARBITOL),16,7,10.6,230.4,,0.948,162.2,112-34-5
