Solvent,dD,dP,dH,Tv     (°C),Pv  (hPa),Density     (g/cm³),MWt (g/mol),CAS
Diethylene glycol n-butyl ether acetate(Butyl CARBITOL™ Acetate),16,4.1,8.2,245.3,0.005,0.976,204.3,124-17-4
